application_id,status
A025255,Under Review
A025256,Under Review
A025257,Under Review
A025258,Submitted
A025259,Submitted
A025260,Submitted
A025261,Pending
A025262,Pending
A025263,Under Review
A025264,Submitted
A025265,Pending
A025266,Under Review
A025267,Under Review
A025268,Under Review
A025269,Pending
A025270,Under Review
A025271,Under Review
A025272,Under Review
A025273,Pending
A025274,Under Review
A025275,Submitted
A025276,Submitted
A025277,Pending
A025278,Under Review
A025279,Submitted
A025280,Submitted
A025281,Under Review
A025282,Under Review
A025283,Pending
A025284,Submitted
A025285,Submitted
A025286,Submitted
A025287,Under Review
A025288,Pending
A025289,Submitted
A025290,Pending
A025291,Submitted
A025292,Pending
A025293,Under Review
A025294,Pending
A025295,Under Review
A025296,Submitted
A025297,Under Review
A025298,Under Review
A025299,Under Review
A025300,Under Review
A025301,Submitted
A025302,Under Review
A025303,Under Review
A025304,Under Review
A025305,Submitted
A025306,Submitted
A025307,Under Review
A025308,Under Review
A025309,Submitted
A025310,Submitted
A025311,Under Review
A025312,Submitted
A025313,Under Review
A025314,Pending
A025315,Submitted
A025316,Pending
A025317,Under Review
A025318,Under Review
A025319,Pending
A025320,Under Review
A025321,Submitted
A025322,Pending
A025323,Pending
A025324,Submitted
A025325,Pending
A025326,Submitted
A025327,Under Review
A025328,Under Review
A025329,Pending
A025330,Submitted
A025331,Under Review
A025332,Pending
A025333,Submitted
A025334,Pending
A025335,Submitted
A025336,Submitted
A025337,Submitted
A025338,Under Review
A025339,Pending
A025340,Pending
A025341,Submitted
A025342,Pending
A025343,Pending
A025344,Under Review
A025345,Pending
A025346,Under Review
A025347,Under Review
A025348,Submitted
A025349,Under Review
A025350,Under Review
A025351,Under Review
A025352,Submitted
A025353,Submitted
A025354,Pending
A025355,Under Review
A025356,Submitted
A025357,Under Review
A025358,Under Review
A025359,Under Review
A025360,Pending
A025361,Under Review
A025362,Submitted
A025363,Pending
A025364,Pending
A025365,Pending
A025366,Submitted
A025367,Pending
A025368,Pending
A025369,Under Review
A025370,Pending
A025371,Submitted
A025372,Pending
A025373,Under Review
A025374,Pending
A025375,Under Review
A025376,Pending
A025377,Under Review
A025378,Under Review
A025379,Submitted
A025380,Pending
A025381,Submitted
A025382,Submitted
A025383,Submitted
A025384,Under Review
A025385,Submitted
A025386,Pending
A025387,Pending
A025388,Pending
A025389,Under Review
A025390,Submitted
A025391,Under Review
A025392,Pending
A025393,Submitted
A025394,Submitted
A025395,Submitted
A025396,Submitted
A025397,Pending
A025398,Pending
A025399,Submitted
A025400,Under Review
A025401,Pending
A025402,Pending
A025403,Submitted
A025404,Submitted
A025405,Under Review
A025406,Under Review
A025407,Pending
A025408,Pending
A025409,Pending
A025410,Submitted
A025411,Pending
A025412,Submitted
A025413,Submitted
A025414,Submitted
A025415,Submitted
A025416,Submitted
A025417,Pending
A025418,Pending
A025419,Under Review
A025420,Pending
A025421,Submitted
A025422,Submitted
A025423,Under Review
A025424,Pending
A025425,Submitted
A025426,Under Review
A025427,Submitted
A025428,Pending
A025429,Pending
A025430,Submitted
A025431,Under Review
A025432,Submitted
A025433,Pending
A025434,Pending
A025435,Submitted
A025436,Under Review
A025437,Submitted
A025438,Pending
A025439,Submitted
A025440,Under Review
A025441,Submitted
A025442,Pending
A025443,Pending
A025444,Under Review
A025445,Submitted
A025446,Submitted
A025447,Pending
A025448,Under Review
A025449,Pending
A025450,Submitted
A025451,Pending
A025452,Submitted
A025453,Pending
A025454,Under Review
A025455,Submitted
A025456,Under Review
A025457,Pending
A025458,Pending
A025459,Under Review
A025460,Under Review
A025461,Under Review
A025462,Pending
A025463,Pending
A025464,Under Review
A025465,Pending
A025466,Pending
A025467,Submitted
A025468,Pending
A025469,Submitted
A025470,Pending
A025471,Pending
A025472,Under Review
A025473,Under Review
A025474,Pending
A025475,Submitted
A025476,Submitted
A025477,Submitted
A025478,Under Review
A025479,Under Review
A025480,Submitted
A025481,Under Review
A025482,Submitted
A025483,Submitted
A025484,Pending
A025485,Submitted
A025486,Pending
A025487,Under Review
A025488,Pending
A025489,Under Review
A025490,Submitted
A025491,Submitted
A025492,Submitted
A025493,Under Review
A025494,Pending
A025495,Pending
A025496,Under Review
A025497,Under Review
A025498,Under Review
A025499,Pending
A025500,Pending
A025501,Submitted
A025502,Under Review
A025503,Pending
A025504,Under Review
A025505,Under Review
A025506,Pending
A025507,Under Review
A025508,Under Review
A025509,Submitted
A025510,Under Review
A025511,Pending
A025512,Pending
A025513,Pending
A025514,Submitted
A025515,Pending
A025516,Pending
A025517,Under Review
A025518,Submitted
A025519,Pending
A025520,Under Review
A025521,Under Review
A025522,Pending
A025523,Under Review
A025524,Submitted
A025525,Pending
A025526,Under Review
A025527,Submitted
A025528,Pending
A025529,Under Review
A025530,Submitted
A025531,Under Review
A025532,Submitted
A025533,Under Review
A025534,Submitted
A025535,Pending
A025536,Under Review
A025537,Submitted
A025538,Submitted
A025539,Submitted
A025540,Under Review
A025541,Pending
A025542,Under Review
A025543,Submitted
A025544,Submitted
A025545,Pending
A025546,Submitted
A025547,Pending
A025548,Under Review
A025549,Pending
A025550,Submitted
A025551,Under Review
A025552,Under Review
A025553,Under Review
A025554,Submitted
A025555,Submitted
A025556,Pending
A025557,Submitted
A025558,Pending
A025559,Under Review
A025560,Submitted
A025561,Submitted
A025562,Submitted
A025563,Under Review
A025564,Submitted
A025565,Under Review
A025566,Under Review
A025567,Under Review
A025568,Submitted
A025569,Under Review
A025570,Pending
A025571,Pending
A025572,Pending
A025573,Pending
A025574,Submitted
A025575,Under Review
A025576,Submitted
A025577,Pending
A025578,Under Review
A025579,Submitted
A025580,Pending
A025581,Submitted
A025582,Submitted
A025583,Submitted
A025584,Under Review
A025585,Under Review
A025586,Pending
A025587,Submitted
A025588,Under Review
A025589,Pending
A025590,Submitted
A025591,Pending
A025592,Pending
A025593,Submitted
A025594,Submitted
A025595,Under Review
A025596,Submitted
A025597,Submitted
A025598,Pending
A025599,Pending
A025600,Submitted
A025601,Submitted
A025602,Under Review
A025603,Pending
A025604,Under Review
A025605,Pending
A025606,Submitted
A025607,Submitted
A025608,Under Review
A025609,Pending
A025610,Pending
A025611,Pending
A025612,Under Review
A025613,Pending
A025614,Submitted
A025615,Submitted
A025616,Submitted
A025617,Pending
A025618,Submitted
A025619,Submitted
A025620,Pending
A025621,Pending
A025622,Pending
A025623,Submitted
A025624,Pending
A025625,Pending
A025626,Submitted
A025627,Submitted
A025628,Submitted
A025629,Under Review
A025630,Submitted
A025631,Under Review
A025632,Submitted
A025633,Submitted
A025634,Under Review
A025635,Under Review
A025636,Under Review
A025637,Pending
A025638,Pending
A025639,Pending
A025640,Under Review
A025641,Under Review
A025642,Under Review
A025643,Submitted
A025644,Pending
A025645,Submitted
A025646,Submitted
A025647,Under Review
A025648,Under Review
A025649,Under Review
A025650,Submitted
A025651,Under Review
A025652,Submitted
A025653,Pending
A025654,Under Review
A025655,Under Review
A025656,Pending
A025657,Submitted
A025658,Pending
A025659,Submitted
A025660,Pending
A025661,Submitted
A025662,Submitted
A025663,Submitted
A025664,Under Review
A025665,Under Review
A025666,Under Review
A025667,Pending
A025668,Under Review
A025669,Pending
A025670,Submitted
A025671,Under Review
A025672,Submitted
A025673,Under Review
A025674,Pending
A025675,Pending
A025676,Under Review
A025677,Pending
A025678,Submitted
A025679,Under Review
A025680,Pending
A025681,Submitted
A025682,Under Review
A025683,Pending
A025684,Pending
A025685,Under Review
A025686,Under Review
A025687,Pending
A025688,Under Review
A025689,Submitted
A025690,Under Review
A025691,Pending
A025692,Pending
A025693,Submitted
A025694,Submitted
A025695,Pending
A025696,Submitted
A025697,Under Review
A025698,Pending
A025699,Pending
A025700,Under Review
A025701,Pending
A025702,Under Review
A025703,Submitted
A025704,Under Review
A025705,Pending
A025706,Pending
A025707,Pending
A025708,Under Review
A025709,Pending
A025710,Pending
A025711,Pending
A025712,Pending
A025713,Pending
A025714,Under Review
A025715,Submitted
A025716,Pending
A025717,Pending
A025718,Under Review
A025719,Submitted
A025720,Submitted
A025721,Under Review
A025722,Under Review
A025723,Under Review
A025724,Under Review
A025725,Under Review
A025726,Pending
A025727,Pending
A025728,Under Review
A025729,Under Review
A025730,Under Review
A025731,Under Review
A025732,Under Review
A025733,Submitted
A025734,Under Review
A025735,Submitted
A025736,Submitted
A025737,Submitted
A025738,Submitted
A025739,Submitted
A025740,Submitted
A025741,Submitted
A025742,Under Review
A025743,Under Review
A025744,Under Review
A025745,Pending
A025746,Submitted
A025747,Pending
A025748,Under Review
A025749,Under Review
A025750,Under Review
A025751,Submitted
A025752,Under Review
A025753,Submitted
A025754,Submitted
A025755,Under Review
A025756,Submitted
A025757,Pending
A025758,Under Review
A025759,Submitted
A025760,Submitted
A025761,Submitted
A025762,Under Review
A025763,Pending
A025764,Submitted
A025765,Under Review
A025766,Submitted
A025767,Submitted
A025768,Under Review
A025769,Submitted
A025770,Under Review
A025771,Submitted
A025772,Pending
A025773,Pending
A025774,Pending
A025775,Pending
A025776,Under Review
A025777,Pending
A025778,Submitted
A025779,Submitted
A025780,Submitted
A025781,Pending
A025782,Under Review
A025783,Under Review
A025784,Pending
A025785,Submitted
A025786,Pending
A025787,Pending
A025788,Submitted
A025789,Submitted
A025790,Under Review
A025791,Under Review
A025792,Submitted
A025793,Submitted
A025794,Under Review
A025795,Submitted
A025796,Under Review
A025797,Pending
A025798,Submitted
A025799,Under Review
A025800,Under Review
A025801,Submitted
A025802,Under Review
A025803,Submitted
A025804,Submitted
A025805,Submitted
A025806,Submitted
A025807,Under Review
A025808,Pending
A025809,Pending
A025810,Submitted
A025811,Pending
A025812,Submitted
A025813,Under Review
A025814,Under Review
A025815,Pending
A025816,Pending
A025817,Submitted
A025818,Under Review
A025819,Pending
A025820,Submitted
A025821,Under Review
A025822,Pending
A025823,Under Review
A025824,Submitted
A025825,Submitted
A025826,Under Review
A025827,Submitted
A025828,Under Review
A025829,Pending
A025830,Pending
A025831,Under Review
A025832,Under Review
A025833,Submitted
A025834,Submitted
A025835,Pending
A025836,Under Review
A025837,Under Review
A025838,Pending
A025839,Submitted
A025840,Submitted
A025841,Submitted
A025842,Under Review
A025843,Under Review
A025844,Under Review
A025845,Pending
A025846,Submitted
A025847,Pending
A025848,Under Review
A025849,Submitted
A025850,Submitted
A025851,Under Review
A025852,Submitted
A025853,Under Review
A025854,Under Review
A025855,Under Review
A025856,Under Review
A025857,Submitted
A025858,Pending
A025859,Submitted
A025860,Under Review
A025861,Pending
A025862,Pending
A025863,Submitted
A025864,Pending
A025865,Submitted
A025866,Pending
A025867,Submitted
A025868,Under Review
A025869,Submitted
A025870,Submitted
A025871,Under Review
A025872,Submitted
A025873,Under Review
A025874,Under Review
A025875,Submitted
A025876,Under Review
A025877,Under Review
A025878,Pending
A025879,Under Review
A025880,Pending
A025881,Under Review
A025882,Submitted
A025883,Pending
A025884,Under Review
A025885,Pending
A025886,Under Review
A025887,Under Review
A025888,Under Review
A025889,Pending
A025890,Under Review
A025891,Pending
A025892,Submitted
A025893,Under Review
A025894,Under Review
A025895,Under Review
A025896,Submitted
A025897,Under Review
A025898,Submitted
A025899,Submitted
A025900,Pending
A025901,Under Review
A025902,Submitted
A025903,Submitted
A025904,Submitted
A025905,Submitted
A025906,Submitted
A025907,Pending
A025908,Submitted
A025909,Pending
A025910,Submitted
A025911,Pending
A025912,Submitted
A025913,Under Review
A025914,Submitted
A025915,Under Review
A025916,Pending
A025917,Pending
A025918,Pending
A025919,Under Review
A025920,Under Review
A025921,Submitted
A025922,Pending
A025923,Submitted
A025924,Under Review
A025925,Under Review
A025926,Under Review
A025927,Pending
A025928,Pending
A025929,Submitted
A025930,Under Review
A025931,Under Review
A025932,Under Review
A025933,Pending
A025934,Submitted
A025935,Under Review
A025936,Submitted
A025937,Submitted
A025938,Submitted
A025939,Submitted
A025940,Under Review
A025941,Under Review
A025942,Pending
A025943,Pending
A025944,Pending
A025945,Submitted
A025946,Submitted
A025947,Under Review
A025948,Pending
A025949,Submitted
A025950,Under Review
A025951,Pending
A025952,Submitted
A025953,Pending
A025954,Pending
A025955,Under Review
A025956,Pending
A025957,Pending
A025958,Under Review
A025959,Under Review
A025960,Under Review
